Order_ID,Order_Date,Customer_ID,Customer_Name,Region,Segment,Category,Sub_Category,Product_Name,Sales,Profit,Quantity,Discount,Shipping_Cost,Payment_Method
ORD-10174,2024-09-20,CUST-6301,Gregory Cobb,South,Consumer,Furniture,Chairs,Chairs Product 34,2034.12,-116.1,3,0.15,60.62,Bank Transfer
ORD-10175,2025-01-20,CUST-6890,Wendy Riggs,South,Consumer,Furniture,Tables,Tables Product 86,1544.63,348.0,1,0.1,22.14,PayPal
ORD-10176,2024-03-22,CUST-5833,Katie Clark,East,Home Office,Furniture,Storage,Storage Product 29,2537.48,768.36,5,0.0,36.77,UPI
ORD-10177,2024-09-01,CUST-8714,Cindy Johnson,South,Consumer,Technology,Phones,Phones Product 88,3751.29,647.41,7,0.2,114.44,Credit Card
ORD-10178,2024-09-26,CUST-2011,Tracy Adams,South,Home Office,Furniture,Storage,Storage Product 69,3533.64,-229.17,10,0.0,26.73,PayPal
ORD-10179,2025-03-13,CUST-2489,David Wilson,West,Consumer,Office Supplies,Binders,Binders Product 59,625.39,-4.73,10,0.15,24.13,Bank Transfer
ORD-10180,2024-08-21,CUST-7487,Colleen Booth,East,Consumer,Office Supplies,Paper,Paper Product 96,2816.05,570.94,5,0.0,36.6,Credit Card
ORD-10181,2024-01-24,CUST-8734,Joseph Soto,North,Corporate,Furniture,Tables,Tables Product 53,3516.91,504.76,1,0.0,31.1,UPI
ORD-10182,2025-01-27,CUST-7184,Corey Kelley,West,Consumer,Office Supplies,Art,Art Product 88,3247.11,289.52,7,0.15,144.8,UPI
ORD-10183,2024-11-30,CUST-4648,Matthew Andrews DDS,North,Consumer,Furniture,Chairs,Chairs Product 39,933.44,132.33,9,0.05,72.14,Bank Transfer
ORD-10184,2024-09-29,CUST-2848,Erin Logan,North,Home Office,Furniture,Chairs,Chairs Product 54,1275.18,71.12,5,0.05,94.16,Credit Card
ORD-10185,2024-05-03,CUST-5009,Christopher Bush,North,Corporate,Technology,Laptops,Laptops Product 57,549.44,-46.64,10,0.0,38.98,UPI
ORD-10186,2025-01-21,CUST-6253,Nicholas James,South,Corporate,Technology,Laptops,Laptops Product 19,2544.28,76.76,10,0.1,147.93,UPI
ORD-10187,2024-07-30,CUST-9120,Jonathan Daniels,North,Corporate,Furniture,Tables,Tables Product 83,351.74,114.96,3,0.15,102.34,PayPal
ORD-10188,2024-12-22,CUST-4948,Matthew Taylor,South,Corporate,Furniture,Tables,Tables Product 91,788.63,54.74,9,0.15,25.93,Bank Transfer
ORD-10189,2025-04-13,CUST-7363,Nathan Jennings,South,Corporate,Technology,Accessories,Accessories Product 27,2092.75,182.97,9,0.05,52.89,Credit Card
ORD-10190,2025-04-17,CUST-5398,Christopher Webb,West,Home Office,Furniture,Tables,Tables Product 78,507.7,114.77,4,0.0,92.42,Credit Card
ORD-10191,2024-04-06,CUST-5967,Mr. Jason Diaz DDS,North,Consumer,Office Supplies,Art,Art Product 25,3373.68,-7.9,4,0.1,144.5,Credit Card
ORD-10192,2025-01-17,CUST-6269,Kayla Gray,East,Corporate,Furniture,Chairs,Chairs Product 60,3493.35,756.99,7,0.05,82.38,PayPal
ORD-10193,2024-06-06,CUST-6246,Jacqueline Melendez,South,Corporate,Furniture,Tables,Tables Product 41,2588.44,320.38,2,0.15,65.02,UPI
ORD-10194,2025-01-14,CUST-5836,Trevor Smith,South,Consumer,Technology,Laptops,Laptops Product 43,1340.83,429.93,10,0.15,38.35,UPI
ORD-10195,2024-09-12,CUST-8550,Larry Le,South,Home Office,Office Supplies,Art,Art Product 46,4720.15,244.99,8,0.15,29.54,Bank Transfer
ORD-10196,2024-04-04,CUST-1104,Darryl Lane DDS,West,Consumer,Office Supplies,Art,Art Product 81,4788.32,650.13,2,0.0,38.56,UPI
ORD-10197,2024-01-05,CUST-8993,Eric Diaz,North,Consumer,Technology,Accessories,Accessories Product 69,2307.25,-167.96,10,0.15,84.99,Credit Card
ORD-10198,2024-01-09,CUST-8054,Alisha Johnson,South,Consumer,Office Supplies,Art,Art Product 13,1409.97,479.2,1,0.2,81.04,UPI
ORD-10199,2024-04-08,CUST-7112,David Mckenzie,West,Corporate,Office Supplies,Art,Art Product 73,1299.47,77.32,7,0.0,40.27,UPI
ORD-10200,2024-06-02,CUST-7640,Christopher Pugh,West,Corporate,Office Supplies,Paper,Paper Product 71,3285.99,940.45,1,0.0,74.02,Credit Card
ORD-10201,2024-12-25,CUST-2562,James Martinez,North,Consumer,Technology,Laptops,Laptops Product 28,2524.3,240.46,6,0.2,135.68,Bank Transfer
ORD-10202,2024-05-18,CUST-1539,Michael Baker,South,Corporate,Technology,Laptops,Laptops Product 3,3437.92,89.96,9,0.2,144.41,UPI
ORD-10203,2025-01-20,CUST-7375,Jessica Allen,East,Corporate,Office Supplies,Binders,Binders Product 97,4647.93,161.17,10,0.05,112.26,Credit Card
ORD-10204,2024-09-13,CUST-7499,Albert Atkins,East,Consumer,Office Supplies,Binders,Binders Product 82,315.8,30.53,2,0.1,44.63,Bank Transfer
ORD-10205,2024-09-08,CUST-7227,Dennis Moore,North,Home Office,Technology,Phones,Phones Product 38,2787.54,192.18,3,0.2,120.72,Credit Card
ORD-10206,2024-02-12,CUST-6188,Monica Klein,East,Consumer,Furniture,Chairs,Chairs Product 12,1931.0,488.06,3,0.15,5.75,PayPal
ORD-10207,2024-08-15,CUST-9395,Alejandra Adams,West,Consumer,Furniture,Tables,Tables Product 4,556.05,-33.76,7,0.15,17.99,Credit Card
ORD-10208,2024-11-01,CUST-2387,Timothy Sanford,South,Home Office,Office Supplies,Binders,Binders Product 67,4325.4,-408.52,7,0.15,29.59,Bank Transfer
ORD-10209,2024-03-27,CUST-8121,Lisa Nelson,East,Corporate,Technology,Phones,Phones Product 39,1540.6,187.81,2,0.05,75.21,Credit Card
ORD-10210,2024-07-03,CUST-8501,Arthur Jones,North,Consumer,Furniture,Chairs,Chairs Product 39,3618.45,445.47,10,0.05,5.98,Bank Transfer
ORD-10211,2024-06-19,CUST-3230,Nicholas Thomas,East,Corporate,Office Supplies,Binders,Binders Product 78,4030.18,194.63,6,0.15,142.36,UPI
ORD-10212,2024-09-02,CUST-4971,Julie Lee,East,Corporate,Furniture,Chairs,Chairs Product 36,4824.64,1620.72,5,0.15,123.39,Bank Transfer
ORD-10213,2024-07-05,CUST-1440,Todd Norris,West,Home Office,Technology,Accessories,Accessories Product 27,1039.01,362.37,3,0.2,68.58,PayPal
ORD-10214,2025-03-01,CUST-3280,Jill Hill,East,Consumer,Office Supplies,Paper,Paper Product 33,4103.88,1058.99,7,0.15,100.51,Bank Transfer
ORD-10215,2025-02-08,CUST-9755,Jason Gonzalez,West,Home Office,Furniture,Chairs,Chairs Product 5,2272.88,384.28,10,0.15,119.65,PayPal
ORD-10216,2024-12-25,CUST-3725,Brittney Vasquez,North,Home Office,Office Supplies,Art,Art Product 83,3208.99,-198.18,4,0.1,103.23,Bank Transfer
ORD-10217,2025-05-10,CUST-9499,David Berg,South,Corporate,Furniture,Tables,Tables Product 48,574.43,-31.95,4,0.2,61.71,UPI
ORD-10218,2024-06-25,CUST-3321,Mark Johnson,East,Corporate,Technology,Phones,Phones Product 44,567.52,49.48,2,0.0,71.02,UPI
ORD-10219,2024-09-23,CUST-2100,Sara Huynh,East,Consumer,Furniture,Tables,Tables Product 91,2407.0,233.9,8,0.1,21.69,PayPal
ORD-10220,2024-11-27,CUST-3858,Daniel King,South,Corporate,Technology,Accessories,Accessories Product 72,4010.25,1277.12,4,0.2,66.82,Bank Transfer
ORD-10221,2024-04-28,CUST-1478,Kristin Harris,South,Corporate,Furniture,Storage,Storage Product 76,963.04,181.26,7,0.15,67.29,Credit Card
ORD-10222,2024-12-26,CUST-2667,Samantha Long,South,Corporate,Technology,Laptops,Laptops Product 42,1427.81,309.39,2,0.2,33.58,Credit Card
ORD-10223,2024-05-14,CUST-7431,Lisa Snow,North,Corporate,Office Supplies,Binders,Binders Product 46,2662.19,499.42,10,0.15,127.6,UPI
ORD-10224,2025-02-20,CUST-3194,Karen Davis,East,Consumer,Office Supplies,Art,Art Product 31,4013.04,1257.72,10,0.0,49.28,UPI
ORD-10225,2024-07-10,CUST-7286,Christian Gates,West,Consumer,Office Supplies,Paper,Paper Product 63,2578.58,227.45,3,0.2,97.15,UPI
ORD-10226,2024-10-11,CUST-1878,Jennifer Mitchell,East,Consumer,Technology,Phones,Phones Product 63,1479.73,-23.39,8,0.2,24.8,Bank Transfer
ORD-10227,2025-05-08,CUST-8272,Carrie Velasquez,West,Consumer,Office Supplies,Art,Art Product 11,3282.7,276.11,8,0.15,86.98,UPI
ORD-10228,2024-05-29,CUST-9115,Nathan Rasmussen,North,Home Office,Technology,Phones,Phones Product 15,1162.97,34.77,8,0.2,43.84,PayPal
ORD-10229,2024-10-04,CUST-5055,Daniel Smith,East,Consumer,Technology,Accessories,Accessories Product 58,2234.76,-3.7,7,0.0,43.11,Credit Card
ORD-10230,2024-08-12,CUST-8015,Richard Anderson,South,Home Office,Technology,Laptops,Laptops Product 18,1088.9,252.54,6,0.2,118.8,UPI
ORD-10231,2025-02-16,CUST-6302,Sheila Adams,East,Corporate,Technology,Accessories,Accessories Product 74,1786.54,47.32,9,0.05,43.76,Credit Card
ORD-10232,2024-03-10,CUST-5090,Susan Winters,South,Home Office,Furniture,Chairs,Chairs Product 42,4962.81,1440.07,3,0.05,125.13,Bank Transfer
ORD-10233,2024-09-07,CUST-2237,Hannah Ramos,North,Corporate,Technology,Accessories,Accessories Product 66,3180.39,580.47,7,0.15,113.72,PayPal
ORD-10234,2024-08-20,CUST-6869,Edward Sanchez,North,Home Office,Furniture,Tables,Tables Product 51,2930.68,852.85,2,0.15,36.59,Bank Transfer
ORD-10235,2025-02-26,CUST-3139,David Harper,West,Corporate,Technology,Phones,Phones Product 88,1379.26,376.2,6,0.2,115.53,Credit Card
ORD-10236,2024-02-20,CUST-8479,Crystal Gutierrez,North,Corporate,Office Supplies,Binders,Binders Product 26,130.59,41.56,3,0.15,149.38,UPI
ORD-10237,2025-03-27,CUST-6905,Earl Reid,East,Consumer,Office Supplies,Binders,Binders Product 48,836.94,267.59,5,0.0,101.35,UPI
ORD-10238,2024-01-27,CUST-2494,Christopher Wilkins,North,Consumer,Furniture,Storage,Storage Product 28,1562.27,335.5,4,0.15,74.14,UPI
ORD-10239,2024-10-30,CUST-7919,Corey Ashley,South,Corporate,Technology,Accessories,Accessories Product 10,3415.91,-327.32,6,0.0,38.2,Credit Card
ORD-10240,2025-01-09,CUST-3181,Megan Young,South,Consumer,Technology,Laptops,Laptops Product 68,1601.09,474.64,3,0.15,86.68,UPI
ORD-10241,2024-08-13,CUST-8248,James Simpson,South,Consumer,Furniture,Storage,Storage Product 13,1104.62,261.49,7,0.2,25.3,Credit Card
ORD-10242,2024-10-28,CUST-5537,Jordan Cruz,North,Consumer,Office Supplies,Binders,Binders Product 71,1790.1,166.88,3,0.05,92.14,PayPal
ORD-10243,2025-02-02,CUST-9482,Paul Walker,South,Home Office,Office Supplies,Paper,Paper Product 51,4247.07,833.63,5,0.05,47.85,Credit Card
ORD-10244,2025-02-05,CUST-9655,Michelle Vang,North,Corporate,Technology,Phones,Phones Product 41,1960.13,16.64,10,0.0,24.14,Bank Transfer
ORD-10245,2024-07-06,CUST-2106,Jonathan Rios,North,Corporate,Office Supplies,Art,Art Product 28,905.21,101.34,2,0.0,10.77,Credit Card
ORD-10246,2025-04-30,CUST-7590,Margaret Yang,North,Home Office,Furniture,Storage,Storage Product 69,1468.11,323.99,7,0.15,82.96,UPI
ORD-10247,2024-05-22,CUST-6353,Michael Hanson,West,Home Office,Technology,Phones,Phones Product 82,441.16,138.71,3,0.2,115.67,Credit Card
ORD-10248,2024-06-07,CUST-2412,Elizabeth Marshall MD,West,Consumer,Office Supplies,Binders,Binders Product 59,3663.29,1029.06,1,0.05,93.78,Credit Card
ORD-10249,2024-06-07,CUST-1185,Daniel Turner,South,Corporate,Office Supplies,Art,Art Product 45,3307.36,-69.32,1,0.05,80.84,PayPal
ORD-10250,2024-03-26,CUST-6488,Sharon Williams,West,Corporate,Furniture,Chairs,Chairs Product 68,3761.39,1102.3,2,0.0,14.26,Credit Card
ORD-10251,2024-09-11,CUST-7024,Charles Vincent,South,Corporate,Furniture,Storage,Storage Product 99,1832.61,228.75,10,0.05,19.92,Credit Card
ORD-10252,2024-04-26,CUST-1753,Jimmy Davis,West,Corporate,Office Supplies,Art,Art Product 50,62.71,17.96,1,0.05,138.43,UPI
ORD-10253,2025-04-21,CUST-6272,Tammy Sandoval,South,Corporate,Technology,Accessories,Accessories Product 93,4025.42,890.86,7,0.05,51.39,Credit Card
ORD-10254,2024-10-19,CUST-9450,Debbie Gonzalez,North,Corporate,Furniture,Chairs,Chairs Product 9,2535.1,775.42,3,0.05,132.16,PayPal
ORD-10255,2025-01-31,CUST-5777,Kaitlyn Cook,East,Home Office,Furniture,Tables,Tables Product 80,477.61,50.4,6,0.05,40.17,PayPal
ORD-10256,2024-10-29,CUST-1104,Eric Patel,West,Consumer,Furniture,Chairs,Chairs Product 30,3675.69,536.47,4,0.05,83.52,Credit Card
ORD-10257,2025-05-01,CUST-4361,William Johnson,South,Corporate,Furniture,Chairs,Chairs Product 63,3806.7,263.89,5,0.0,144.37,UPI
ORD-10258,2024-12-30,CUST-7102,Andrew Dunn,West,Home Office,Furniture,Chairs,Chairs Product 11,267.31,1.11,9,0.15,89.21,UPI
ORD-10259,2024-11-22,CUST-5778,James Perez,East,Corporate,Furniture,Chairs,Chairs Product 51,2979.88,-214.47,3,0.05,106.61,PayPal
ORD-10260,2024-06-11,CUST-2785,Sharon Fowler,South,Consumer,Furniture,Tables,Tables Product 22,1206.38,391.59,3,0.2,70.19,PayPal
ORD-10261,2024-07-27,CUST-8591,Jenna West,East,Consumer,Technology,Accessories,Accessories Product 12,1823.52,449.77,8,0.1,27.85,PayPal
ORD-10262,2025-02-27,CUST-2494,Mary Carter,South,Corporate,Office Supplies,Art,Art Product 51,3036.35,-9.84,6,0.05,79.45,PayPal
ORD-10263,2024-05-13,CUST-5093,Teresa Stout,North,Corporate,Technology,Laptops,Laptops Product 14,4762.88,1355.38,9,0.2,121.57,UPI
ORD-10264,2024-03-03,CUST-7563,Scott Jones,East,Home Office,Technology,Laptops,Laptops Product 81,4160.34,1423.48,3,0.05,140.95,Credit Card
ORD-10265,2024-10-25,CUST-8265,James Smith,South,Consumer,Office Supplies,Binders,Binders Product 43,4591.27,-304.2,2,0.05,22.77,Bank Transfer
ORD-10266,2024-01-26,CUST-7270,Brenda Conner,West,Consumer,Technology,Accessories,Accessories Product 46,2194.12,495.86,8,0.0,36.13,UPI
ORD-10267,2024-05-20,CUST-5026,Sean Harris,East,Corporate,Furniture,Tables,Tables Product 53,4422.95,-373.33,10,0.2,133.0,Bank Transfer
ORD-10268,2024-02-01,CUST-9907,Jennifer Wood,North,Corporate,Technology,Phones,Phones Product 92,1945.93,172.52,9,0.05,57.07,Bank Transfer
ORD-10269,2024-06-25,CUST-4588,Sherry Chan,North,Corporate,Office Supplies,Art,Art Product 8,1641.94,35.62,1,0.1,122.25,Bank Transfer
ORD-10270,2024-09-28,CUST-4951,Kevin Mason,East,Home Office,Furniture,Storage,Storage Product 95,4998.05,1690.8,2,0.05,13.11,UPI
ORD-10271,2024-10-21,CUST-4875,Andrew Johnson,East,Home Office,Furniture,Tables,Tables Product 90,4679.27,1619.93,3,0.05,57.02,Credit Card
ORD-10272,2024-12-26,CUST-9064,Scott Rowe,East,Consumer,Office Supplies,Binders,Binders Product 63,4740.42,728.24,10,0.05,10.5,Credit Card
ORD-10273,2024-04-29,CUST-4300,Clarence Cummings,South,Corporate,Office Supplies,Paper,Paper Product 92,148.64,17.11,6,0.2,30.73,PayPal
ORD-10274,2024-01-31,CUST-6978,Robert Adkins,North,Corporate,Technology,Laptops,Laptops Product 91,2953.72,923.78,2,0.2,141.58,Bank Transfer
ORD-10275,2024-10-27,CUST-8982,Laura Larson,East,Consumer,Technology,Phones,Phones Product 91,1543.74,-59.58,3,0.15,145.47,PayPal
ORD-10276,2024-04-24,CUST-3911,Jennifer Estrada,North,Home Office,Office Supplies,Art,Art Product 74,4081.55,286.82,5,0.05,61.78,Credit Card
ORD-10277,2024-04-03,CUST-2705,Rebecca Bernard,West,Consumer,Office Supplies,Binders,Binders Product 43,4609.14,1545.86,4,0.2,113.07,UPI
ORD-10278,2024-06-26,CUST-1186,Holly Martinez,East,Consumer,Furniture,Chairs,Chairs Product 32,3199.12,1066.54,6,0.15,105.51,PayPal
ORD-10279,2024-05-11,CUST-7783,Thomas Meyer,West,Corporate,Technology,Accessories,Accessories Product 45,56.34,4.15,7,0.05,84.17,Credit Card
ORD-10280,2025-02-28,CUST-2207,Jacqueline Owens,North,Corporate,Furniture,Storage,Storage Product 3,3272.3,684.64,3,0.15,51.21,Credit Card
ORD-10281,2024-02-07,CUST-2525,James Middleton,East,Home Office,Furniture,Chairs,Chairs Product 79,4445.26,-122.66,2,0.2,134.52,Credit Card
ORD-10282,2024-08-08,CUST-6424,Richard Patel,South,Consumer,Office Supplies,Paper,Paper Product 53,3056.22,291.53,1,0.0,106.09,PayPal
ORD-10283,2024-12-04,CUST-9043,Ashley Villanueva,South,Consumer,Furniture,Tables,Tables Product 47,1225.86,-95.21,10,0.2,5.55,Credit Card
ORD-10284,2024-05-30,CUST-3798,Gloria Rivera,East,Consumer,Office Supplies,Art,Art Product 61,3021.07,-30.65,1,0.05,127.35,PayPal
ORD-10285,2025-02-05,CUST-7349,Angela Bradford,South,Corporate,Furniture,Tables,Tables Product 49,2471.03,487.95,2,0.2,58.56,Bank Transfer
ORD-10286,2024-01-23,CUST-2009,Melanie Murphy,South,Home Office,Furniture,Tables,Tables Product 86,2352.04,4.25,5,0.2,19.02,PayPal
ORD-10287,2025-02-17,CUST-7342,Michael Hatfield,West,Home Office,Office Supplies,Binders,Binders Product 88,4854.99,802.9,9,0.0,130.7,Bank Transfer
ORD-10288,2024-10-20,CUST-9467,Traci Martin,South,Consumer,Technology,Phones,Phones Product 97,1529.32,118.77,1,0.2,70.11,UPI
ORD-10289,2025-05-12,CUST-3422,Jessica Massey,East,Corporate,Technology,Laptops,Laptops Product 94,674.62,61.07,7,0.05,137.56,Credit Card
ORD-10290,2024-02-14,CUST-8506,Thomas Elliott,North,Home Office,Furniture,Storage,Storage Product 80,2016.91,94.3,5,0.2,90.2,Bank Transfer
ORD-10291,2024-02-27,CUST-2654,Jeanne Krause,East,Home Office,Furniture,Chairs,Chairs Product 45,783.59,128.96,2,0.0,132.29,PayPal
ORD-10292,2024-07-15,CUST-7602,David Hernandez,South,Home Office,Office Supplies,Binders,Binders Product 78,2881.52,325.24,3,0.1,103.72,Bank Transfer
ORD-10293,2024-01-20,CUST-7102,Amy Brown,North,Corporate,Furniture,Tables,Tables Product 39,3468.04,-269.88,8,0.1,50.09,Bank Transfer
ORD-10294,2025-03-15,CUST-8259,Frank White,East,Corporate,Office Supplies,Art,Art Product 94,536.18,156.03,3,0.1,65.43,Credit Card
ORD-10295,2024-04-06,CUST-7126,Carmen Ramos,North,Home Office,Furniture,Chairs,Chairs Product 21,4571.49,380.47,8,0.2,14.51,Bank Transfer
ORD-10296,2024-03-10,CUST-5087,Jennifer Snow,North,Corporate,Office Supplies,Art,Art Product 7,193.29,-2.56,4,0.0,138.11,UPI
ORD-10297,2024-05-20,CUST-4963,Michael Bennett,East,Corporate,Furniture,Tables,Tables Product 77,2550.38,474.2,2,0.0,69.68,Bank Transfer
ORD-10298,2024-10-27,CUST-5670,Robert Mathews,North,Corporate,Office Supplies,Binders,Binders Product 7,1754.03,485.77,5,0.0,28.62,UPI
ORD-10299,2025-03-14,CUST-1328,Patrick Ramos,North,Corporate,Technology,Accessories,Accessories Product 17,1164.3,-8.12,7,0.2,98.87,Credit Card
ORD-10300,2024-04-24,CUST-7168,Alicia Hernandez,East,Corporate,Furniture,Storage,Storage Product 33,4035.17,151.14,5,0.15,36.64,PayPal
ORD-10301,2024-12-12,CUST-5631,Shannon Oneill,East,Home Office,Office Supplies,Art,Art Product 14,2015.91,-108.78,9,0.1,74.85,PayPal
ORD-10302,2024-05-21,CUST-3456,Corey Clark,South,Consumer,Office Supplies,Binders,Binders Product 77,4314.38,75.57,5,0.05,63.59,PayPal
ORD-10303,2024-12-14,CUST-7857,James Spencer,West,Corporate,Technology,Accessories,Accessories Product 95,176.0,21.79,5,0.1,10.12,UPI
ORD-10304,2024-06-24,CUST-9311,Stephen Watts,East,Consumer,Office Supplies,Art,Art Product 85,1150.7,161.77,8,0.1,132.09,UPI
ORD-10305,2024-05-30,CUST-6499,Julie Cook,North,Consumer,Technology,Phones,Phones Product 46,683.32,11.2,9,0.05,37.38,PayPal
ORD-10306,2024-08-03,CUST-1879,Jill Owens,North,Corporate,Furniture,Tables,Tables Product 25,1339.77,43.31,2,0.15,77.57,Bank Transfer
ORD-10307,2024-09-28,CUST-6614,Michelle Smith,West,Home Office,Furniture,Tables,Tables Product 59,317.61,90.33,3,0.05,25.77,UPI
ORD-10308,2025-02-02,CUST-1077,Richard Ramos,West,Corporate,Technology,Phones,Phones Product 27,1696.52,583.58,6,0.0,115.37,UPI
ORD-10309,2024-10-22,CUST-8105,Jose Andrade,West,Corporate,Technology,Phones,Phones Product 55,3936.79,987.7,3,0.2,144.97,Bank Transfer
ORD-10310,2024-01-03,CUST-9700,Jeffrey Estes,South,Consumer,Technology,Accessories,Accessories Product 87,1037.1,70.41,1,0.1,5.6,UPI
ORD-10311,2024-04-25,CUST-6015,Stephanie Schroeder,South,Consumer,Office Supplies,Binders,Binders Product 6,1594.86,-85.77,9,0.2,48.24,PayPal
ORD-10312,2024-08-21,CUST-9031,Emily Lewis,East,Consumer,Office Supplies,Art,Art Product 22,3002.03,156.18,3,0.1,142.47,Bank Transfer
ORD-10313,2024-01-10,CUST-9267,Amy Nicholson,South,Consumer,Technology,Laptops,Laptops Product 47,3649.49,-149.47,1,0.2,108.11,Credit Card
ORD-10314,2024-07-11,CUST-2771,Michael Jordan PhD,North,Consumer,Office Supplies,Binders,Binders Product 89,3867.69,697.77,10,0.0,21.79,Bank Transfer
ORD-10315,2024-07-13,CUST-5933,Darryl Johnson,West,Home Office,Technology,Accessories,Accessories Product 13,1301.05,280.82,4,0.0,101.06,PayPal
ORD-10316,2024-11-14,CUST-2928,Caleb Gonzalez,East,Consumer,Office Supplies,Art,Art Product 14,728.96,199.58,2,0.2,77.17,UPI
ORD-10317,2025-02-02,CUST-3627,Erin Sanders,North,Home Office,Furniture,Storage,Storage Product 64,4866.94,297.2,7,0.1,137.0,Bank Transfer
ORD-10318,2024-06-18,CUST-9095,Barbara Lynch,South,Consumer,Technology,Laptops,Laptops Product 100,113.11,-6.78,2,0.2,79.2,Credit Card
ORD-10319,2025-04-08,CUST-8606,Darlene Johnson,North,Consumer,Furniture,Storage,Storage Product 23,1194.24,411.89,5,0.1,131.75,PayPal
ORD-10320,2024-07-03,CUST-3267,Jason Gardner,South,Corporate,Office Supplies,Binders,Binders Product 46,2158.68,-103.28,1,0.0,134.71,PayPal
ORD-10321,2025-03-25,CUST-7557,Jessica Wright,West,Corporate,Office Supplies,Paper,Paper Product 50,1894.48,102.73,2,0.15,105.04,Bank Transfer
ORD-10322,2025-02-13,CUST-3611,Austin Clark,North,Corporate,Furniture,Storage,Storage Product 76,4436.31,-110.68,3,0.0,74.99,Bank Transfer
ORD-10323,2024-04-02,CUST-8997,Susan Harris,North,Corporate,Office Supplies,Binders,Binders Product 57,3906.86,684.14,3,0.15,11.67,PayPal
ORD-10324,2024-12-01,CUST-4669,Mary Olsen,East,Home Office,Furniture,Chairs,Chairs Product 67,3537.61,725.45,10,0.2,104.8,Credit Card
ORD-10325,2024-08-09,CUST-1894,Donna Gutierrez,North,Home Office,Office Supplies,Art,Art Product 21,1280.46,71.18,7,0.05,78.31,Bank Transfer
ORD-10326,2025-03-12,CUST-5557,Barbara Williams,North,Home Office,Furniture,Chairs,Chairs Product 29,420.58,50.99,4,0.1,84.82,Bank Transfer
ORD-10327,2024-07-25,CUST-9166,Karen Martinez,West,Corporate,Technology,Laptops,Laptops Product 16,2322.52,605.17,8,0.0,147.2,Credit Card
ORD-10328,2024-02-22,CUST-5990,Christina Wyatt,South,Home Office,Furniture,Tables,Tables Product 86,227.37,33.44,2,0.2,71.15,PayPal
ORD-10329,2024-07-05,CUST-8751,Eric Sanchez,East,Home Office,Technology,Laptops,Laptops Product 58,4229.37,208.88,10,0.2,21.53,UPI
ORD-10330,2024-01-02,CUST-9552,Mrs. Donna Brown DDS,East,Home Office,Furniture,Tables,Tables Product 14,4157.93,1388.73,5,0.2,11.64,UPI
ORD-10331,2024-09-09,CUST-4209,Amber Taylor,South,Consumer,Technology,Accessories,Accessories Product 51,3725.43,313.48,5,0.2,36.26,UPI
ORD-10332,2025-01-01,CUST-8381,Ashley Horton,West,Home Office,Furniture,Chairs,Chairs Product 76,3797.89,-300.32,10,0.0,143.65,UPI
ORD-10333,2025-05-08,CUST-8912,Franklin Hernandez,South,Home Office,Furniture,Chairs,Chairs Product 75,2675.3,-209.06,7,0.2,30.18,UPI
ORD-10334,2024-02-23,CUST-7859,Gregory Davis,South,Corporate,Furniture,Storage,Storage Product 51,3022.7,898.39,9,0.15,144.72,PayPal
ORD-10335,2024-08-19,CUST-9975,Mark Price,East,Home Office,Technology,Laptops,Laptops Product 95,2093.09,450.03,9,0.1,140.65,UPI
ORD-10336,2024-04-12,CUST-9255,Sarah Charles,East,Home Office,Technology,Accessories,Accessories Product 15,3586.2,749.43,3,0.05,115.31,Bank Transfer
ORD-10337,2024-10-25,CUST-7920,Sandra Hamilton,North,Home Office,Office Supplies,Art,Art Product 14,3565.11,725.18,9,0.1,8.66,UPI
ORD-10338,2024-01-28,CUST-5105,James Miles,South,Consumer,Office Supplies,Paper,Paper Product 89,1039.52,246.97,3,0.1,118.73,UPI
ORD-10339,2025-01-20,CUST-4675,Paul Hansen,West,Consumer,Office Supplies,Paper,Paper Product 66,1825.48,189.24,10,0.2,118.72,PayPal
ORD-10340,2024-12-20,CUST-1881,Thomas Bailey,North,Home Office,Office Supplies,Paper,Paper Product 33,4636.1,344.92,6,0.2,34.45,Bank Transfer
ORD-10341,2025-02-28,CUST-4218,Regina Watkins,South,Corporate,Technology,Accessories,Accessories Product 58,3537.91,677.28,10,0.2,30.73,Credit Card
ORD-10342,2024-04-05,CUST-5329,Kathryn Williams,South,Consumer,Technology,Accessories,Accessories Product 75,2593.54,180.87,7,0.1,127.67,Credit Card
ORD-10343,2024-06-18,CUST-1833,Jamie Santos,East,Corporate,Furniture,Storage,Storage Product 74,4690.6,-384.75,6,0.2,84.77,Credit Card
ORD-10344,2025-02-05,CUST-9276,Misty Johnson,South,Corporate,Office Supplies,Binders,Binders Product 70,2650.71,876.44,9,0.0,82.87,Credit Card
ORD-10345,2024-06-27,CUST-9691,Scott Martinez,West,Home Office,Technology,Laptops,Laptops Product 97,3333.51,163.28,5,0.05,147.26,Credit Card
ORD-10346,2024-02-28,CUST-4994,James Walker,North,Home Office,Office Supplies,Binders,Binders Product 42,2256.05,692.66,10,0.2,60.3,Credit Card
ORD-10347,2024-07-16,CUST-9426,Michael Barrera,West,Corporate,Furniture,Storage,Storage Product 6,3633.68,-322.97,9,0.1,47.98,UPI
ORD-10348,2024-06-13,CUST-1120,Lisa Carpenter,North,Consumer,Office Supplies,Paper,Paper Product 86,4743.65,-117.04,9,0.2,96.28,UPI
ORD-10349,2025-03-18,CUST-3519,Adam Hill,North,Corporate,Office Supplies,Binders,Binders Product 92,4186.54,-31.35,7,0.0,53.1,Credit Card
